Time (Seconds),r_shoulder_top_x,r_shoulder_top_y,r_shoulder_top_z,r_elbow_out_x,r_elbow_out_y,r_elbow_out_z,r_wrist_out_x,r_wrist_out_y,r_wrist_out_z
6.9,-143.520752,1403.127319,1370.410034,6.097146,1056.561768,1424.44458,91.458664,916.12915,1329.956909
6.908,-145.283218,1403.279785,1367.235352,9.356486,1060.295776,1429.348999,105.585342,923.723694,1343.824219
6.917,-146.920334,1403.394043,1364.56897,12.092523,1064.538452,1434.506348,118.244797,932.064575,1357.62561
6.925,-149.328369,1404.047974,1361.983643,14.578025,1069.683716,1441.125,129.574387,940.875488,1371.729858
6.933,-151.769684,1404.273926,1357.983276,16.217989,1074.398682,1446.5802,139.338211,950.276245,1385.329956
6.942,-154.004715,1404.218384,1353.467285,17.222054,1078.847656,1451.398926,147.876038,960.147827,1398.350708
6.95,-156.527939,1404.259399,1349.212158,17.315842,1083.208374,1455.646729,155.064621,970.612,1410.60083
6.958,-158.870773,1404.212891,1344.152466,16.905199,1087.456909,1459.379395,161.126068,981.415222,1422.386475
6.967,-161.363388,1403.92041,1339.371338,16.07168,1091.505493,1462.348877,166.443588,992.478027,1433.203003
6.975,-163.720734,1403.57605,1333.740479,14.941136,1095.671753,1464.59729,170.787796,1003.503906,1443.575928
6.983,-166.021393,1402.381348,1326.481567,14.04455,1099.967651,1466.584839,174.286942,1014.909973,1453.599976
6.992,-168.44635,1401.991821,1320.607544,13.481967,1104.461792,1468.078369,177.14093,1026.248657,1462.069946
7,-170.740067,1401.433472,1314.94165,13.008614,1109.875366,1470.080811,179.605545,1037.473755,1469.126709
7.008,-172.876099,1400.867188,1308.656738,12.313314,1116.031616,1471.737793,180.798203,1048.777588,1475.458008
7.017,-174.92308,1400.153076,1302.223511,11.156195,1122.319824,1472.35083,181.623642,1059.556152,1480.901001
7.025,-177.005478,1399.515381,1295.842651,9.553394,1128.592407,1472.348999,181.458267,1070.056641,1485.775879
7.033,-179.103683,1398.772095,1289.060059,7.780293,1134.665161,1472.039307,180.384109,1079.806763,1489.775269
7.042,-181.202881,1398.209595,1282.070557,5.165336,1139.896729,1470.756226,178.842224,1088.614014,1493.203491
7.05,-183.128952,1397.690308,1275.108398,2.396754,1144.887695,1469.593628,176.598618,1096.64624,1496.102539
7.058,-184.90712,1397.379395,1268.7771,-0.677528,1149.268677,1468.216064,173.75087,1103.838867,1498.500732
7.067,-186.690781,1396.780762,1261.266968,-4.265467,1153.279297,1466.308838,170.249527,1110.038574,1500.468506
7.075,-188.367722,1396.60437,1254.754517,-7.925958,1156.505127,1464.317139,166.12825,1115.438477,1502.105469
7.083,-190.151932,1396.30481,1247.584961,-11.827962,1158.987305,1461.599854,161.61792,1119.855103,1503.232666
7.092,-191.766403,1396.048462,1240.353638,-16.167164,1161.158325,1458.831665,156.933472,1123.144653,1503.532471
7.1,-193.492661,1395.870972,1232.949463,-20.667942,1162.836914,1455.396729,151.898376,1125.712769,1503.380737
7.108,-195.206635,1395.575195,1225.658936,-25.110758,1163.80603,1451.555908,146.297455,1127.484497,1502.714722
7.117,-196.701019,1395.46936,1218.193237,-30.009167,1164.630371,1447.696411,140.783188,1128.218018,1501.196533
7.125,-198.07785,1395.455322,1210.724487,-34.861702,1165.102783,1443.007935,134.850601,1128.130371,1498.689941
7.133,-199.502914,1395.27002,1203.409424,-39.829853,1164.903442,1437.738647,128.87532,1127.182373,1495.576172
7.142,-200.871292,1395.286133,1195.887817,-45.104507,1164.362549,1432.187256,122.825752,1125.255005,1491.861938
7.15,-202.13562,1395.348511,1188.346069,-50.100426,1163.378784,1425.926758,116.716705,1122.451172,1487.236694
7.158,-204.226685,1396.077148,1180.752808,-55.465488,1161.774536,1419.459473,110.532066,1118.644409,1481.78418
7.167,-204.483139,1395.441162,1173.543213,-60.866085,1159.529053,1412.418213,104.202606,1113.735596,1475.785278
7.175,-205.527557,1395.630127,1166.080322,-66.295784,1156.823608,1404.991089,97.715454,1108.118652,1469.144531
7.183,-206.621628,1395.840942,1158.69873,-71.687752,1153.247314,1397.046387,90.978241,1101.65918,1461.738037
7.192,-207.597961,1395.954346,1151.408325,-77.309196,1149.359497,1388.806641,84.296387,1094.240601,1453.359741
7.2,-208.643921,1396.0271,1144.151245,-82.839211,1144.814819,1379.976807,77.399879,1085.96228,1444.373169
7.208,-209.581802,1396.142822,1136.846191,-88.737144,1140.120605,1370.871338,70.473541,1076.930298,1434.58606
7.217,-210.569122,1396.239624,1129.636353,-94.379692,1134.797119,1361.273926,63.216911,1067.177856,1424.242554
7.225,-211.565582,1396.043945,1122.587402,-100.023041,1129.09668,1351.35144,55.966198,1056.791016,1412.946411
7.233,-212.521759,1395.923462,1115.473633,-105.536301,1123.057251,1340.968018,48.661312,1045.752563,1400.823975
7.242,-213.517349,1395.528198,1108.469116,-111.269646,1116.849976,1330.243408,41.228531,1034.115112,1387.871216
7.25,-214.489319,1395.167847,1101.41272,-116.876595,1110.332031,1319.211792,33.688877,1022.034668,1374.005737
7.258,-215.439651,1394.474487,1094.474243,-122.160683,1103.509521,1307.792725,26.124968,1009.65033,1359.115845
7.267,-216.403854,1393.773193,1087.473145,-127.254692,1096.593262,1296.060425,18.59223,996.747253,1343.064697
7.275,-217.298737,1392.847168,1080.506958,-132.508072,1089.937744,1283.804565,10.889016,983.812683,1326.454956
7.283,-218.258972,1391.721924,1073.64209,-137.635559,1083.492798,1272.108154,3.205526,970.48645,1308.387207
7.292,-219.16806,1390.512695,1066.852173,-142.058929,1076.455322,1259.398071,-4.336009,957.600281,1289.928101
7.3,-220.002701,1389.264771,1060.128662,-146.053635,1069.082031,1245.951904,-12.475117,943.939392,1269.212036
7.308,-220.815887,1388.290405,1053.795166,-149.828003,1061.5271,1232.259888,-20.684872,930.718933,1247.838989
7.317,-221.755417,1386.933472,1047.258789,-153.359772,1054.123047,1217.842041,-29.01318,917.742188,1225.249756
7.325,-222.655746,1385.561768,1040.7323,-156.524109,1046.656128,1203.083252,-37.699055,905.592529,1201.910156
7.333,-223.618607,1384.294067,1034.443726,-159.554092,1039.429321,1187.488892,-46.593006,893.692749,1177.208862
7.342,-224.673599,1383.313721,1028.587402,-162.32341,1032.343506,1171.385986,-55.811089,882.478394,1151.521973
7.35,-225.912399,1382.245239,1022.579285,-165.205963,1025.545532,1154.553589,-65.361076,872.353943,1124.44043
7.358,-227.386398,1381.322754,1016.42749,-168.365158,1018.894653,1137.053833,-75.311638,863.483398,1096.616211
7.367,-228.755569,1380.817871,1010.532593,-171.540314,1012.500061,1119.069824,-85.69783,855.802246,1068.548096
7.375,-230.287277,1380.258179,1004.738342,-174.86586,1006.634949,1100.643555,-97.019165,849.832031,1036.667969
7.383,-231.911423,1380.012817,999.181274,-178.462265,1001.729492,1081.004272,-108.313591,845.556213,1006.309143
7.392,-233.512589,1379.973267,993.456665,-182.158508,997.411743,1061.884155,-119.750961,843.07605,975.810303
7.4,-235.531906,1379.940552,987.773743,-185.646484,994.043396,1042.057251,-131.401169,842.67688,945.026367
7.408,-237.424622,1380.278442,982.231201,-188.74649,991.852783,1022.722473,-142.95784,844.495056,914.641235
7.417,-239.482224,1380.719849,976.788635,-191.79744,990.678833,1003.86438,-154.633835,848.053589,884.213135
7.425,-241.740692,1381.340576,971.18457,-194.114532,990.841064,985.23584,-165.95697,853.354248,854.200562
7.433,-244.030365,1381.885986,965.770203,-197.331543,990.360352,963.980408,-176.891052,860.526855,824.718262
7.442,-246.346176,1382.655396,960.264526,-200.155441,991.193665,943.693542,-187.49086,869.378296,796.010803
7.45,-248.837692,1383.60022,954.601379,-203.125732,992.466431,923.29425,-197.299469,879.566956,768.338318
7.458,-251.390137,1384.656738,948.996582,-205.647247,994.71106,903.28125,-206.456894,891.565491,741.580444
7.467,-254.116837,1385.764893,943.384766,-207.709457,997.560181,883.489929,-214.82312,904.848511,715.577515
7.475,-256.980835,1386.859131,937.595276,-209.514114,1001.369934,863.704041,-223.226639,919.140991,690.351807
7.483,-259.815155,1388.085815,931.754578,-211.106873,1005.964417,844.368713,-230.724014,934.422363,666.389038
7.492,-262.995483,1389.452637,925.769287,-212.442307,1011.404724,825.212036,-237.197601,950.379761,643.61969
7.5,-266.094604,1390.943481,919.842468,-213.809067,1017.492981,806.430359,-242.848404,966.942993,621.893616
7.508,-269.3974,1392.458618,913.869934,-214.649139,1024.240356,787.74292,-248.146149,984.299316,600.749512
7.517,-272.900055,1394.014893,907.851624,-215.799393,1031.621216,769.650757,-253.151566,1001.529602,581.070496
7.525,-276.286438,1395.479614,901.79364,-217.331726,1038.970703,752.261902,-257.324493,1018.937683,562.309631
7.533,-279.913971,1396.834473,895.684082,-219.098083,1046.995972,735.289429,-260.874512,1036.123779,544.40033
7.542,-283.740631,1398.053345,889.740723,-221.49736,1054.956665,718.5495,-264.059967,1052.962036,527.226807
7.55,-287.668732,1399.310913,883.787537,-223.963837,1063.225586,702.288513,-266.943817,1069.24939,510.861572
7.558,-291.804382,1400.549683,877.822021,-226.618393,1071.415894,686.344604,-269.555023,1085.012573,495.324066
7.567,-295.757599,1401.696655,871.856079,-229.350098,1079.598022,670.948669,-271.926086,1100.11853,480.426514
7.575,-299.964294,1402.779907,865.826965,-232.355347,1087.766846,656.071045,-274.079742,1114.878174,466.121948
7.583,-304.141602,1403.715942,859.753479,-235.333069,1095.925171,641.883667,-276.222809,1128.989502,452.391083
7.592,-308.509949,1404.622437,853.596985,-238.458496,1103.762817,628.099304,-277.877228,1142.767456,439.160583
7.6,-312.781006,1405.440674,847.147644,-241.683578,1111.401245,614.86853,-279.53952,1155.956421,426.299835
7.608,-316.999512,1406.212036,840.574829,-244.949295,1118.674683,602.287842,-281.260193,1168.533203,414.139618
7.617,-321.3703,1406.917847,833.782532,-248.410873,1125.80481,589.866455,-283.077148,1180.156372,402.988373
7.625,-325.895416,1407.539307,826.839539,-251.592133,1132.269653,578.072815,-284.883026,1191.112061,392.21347
7.633,-330.481781,1408.012207,819.853577,-254.767807,1138.231201,566.728149,-286.584534,1201.348389,381.767914
7.642,-334.793976,1408.505737,812.609375,-257.976318,1143.609375,555.969238,-288.463318,1210.724609,371.829163
7.65,-339.251831,1408.768311,805.31012,-261.390533,1148.790771,545.692932,-290.228882,1219.253052,362.240814
7.658,-343.65213,1409.092407,797.836182,-264.494568,1153.104736,535.654541,-292.125671,1226.934692,352.979675
7.667,-347.862,1409.31311,790.422607,-267.908234,1157.117432,526.080444,-294.027069,1233.868896,344.219849
7.675,-352.209229,1409.328491,783.311523,-271.332886,1160.33606,516.880188,-296.138306,1239.893555,335.914124
7.683,-356.491211,1409.404419,775.995178,-274.957458,1163.242676,508.152557,-297.990082,1245.063354,327.815277
7.692,-360.866821,1409.229492,768.770142,-278.299164,1165.072144,499.594299,-300.091858,1249.486938,320.074158
7.7,-365.087585,1409.004639,761.594543,-282.058441,1166.88855,491.545959,-302.394653,1253.056152,312.627319
7.708,-369.193054,1408.648682,754.447266,-285.511383,1167.673828,483.78537,-304.78183,1255.945312,305.762207
7.717,-373.22229,1408.163452,747.442688,-289.134644,1167.808594,476.473297,-306.945862,1258.090454,299.034027
7.725,-377.27948,1407.581299,740.422424,-292.795502,1167.625366,469.517914,-309.309784,1259.321777,292.671661
7.733,-381.340729,1406.941895,733.613892,-296.029083,1166.890747,462.826385,-311.657379,1259.832886,286.480286
7.742,-385.297852,1406.314087,726.800781,-299.434723,1165.857544,456.553192,-313.996124,1259.583008,280.622986
7.75,-388.989716,1405.77832,719.839233,-302.498535,1164.116333,450.767731,-316.28009,1258.557983,274.940277
7.758,-392.616333,1405.522339,712.591919,-305.552521,1161.984741,445.227295,-318.479736,1256.609131,269.532562
7.767,-396.137207,1405.239258,705.34375,-308.343353,1159.07019,440.235382,-320.774384,1253.821411,264.33786
7.775,-399.591217,1405.413574,697.733948,-311.337189,1156.110596,435.549377,-323.081299,1250.102905,259.383514
7.783,-403.332001,1405.585693,690.119873,-313.998566,1152.31189,431.44989,-325.428345,1245.346313,254.643112
7.792,-406.410156,1405.963257,682.198059,-316.909668,1148.32666,427.730377,-327.62146,1239.631226,250.214874
7.8,-409.906281,1406.512817,674.360901,-319.991058,1143.834106,424.58194,-329.830017,1232.809448,245.980255
7.808,-413.451019,1407.093872,666.919617,-322.998383,1138.944336,422.089539,-331.890533,1225.121094,242.12883
7.817,-416.889252,1408.00647,659.629761,-326.523468,1133.689941,420.062531,-333.858185,1216.35437,238.612656
7.825,-419.87796,1408.955566,652.230408,-330.052002,1128.175781,418.510345,-335.75824,1206.779785,235.455276
7.833,-423.039642,1410.012329,645.28302,-334.267334,1122.017456,418.170288,-337.611359,1196.010864,232.858978
7.842,-425.922546,1411.001343,638.475403,-338.754211,1115.650513,418.479279,-339.411743,1184.216431,230.878433
7.85,-428.567657,1411.919189,631.76355,-343.618958,1109.480469,419.127136,-341.362366,1171.571289,229.608383
7.858,-431.135345,1412.71228,625.274292,-348.83783,1103.080933,420.488403,-343.645081,1158.114746,229.23967
7.867,-433.59494,1413.363159,618.885315,-353.960876,1096.584839,422.145386,-345.664764,1143.673706,229.298248
7.875,-435.912018,1413.733398,612.696838,-359.031281,1090.270386,424.553406,-347.559357,1128.439819,229.919907
7.883,-438.157288,1413.7854,606.594727,-363.903381,1083.991943,426.988953,-349.550751,1112.557129,231.358459
7.892,-440.202728,1413.688354,600.505615,-368.28006,1078.003662,429.738831,-351.292786,1096.215576,233.252747
7.9,-441.945374,1413.376465,594.500061,-372.4664,1071.962524,432.709076,-352.757416,1079.738159,236.126587
7.908,-443.672791,1412.984375,588.668945,-376.010406,1066.122681,435.81073,-353.824341,1063.280518,239.528549
7.917,-445.459106,1412.459839,582.956421,-379.400543,1060.481323,439.380524,-354.55899,1046.615723,243.905579
7.925,-447.287598,1411.909424,577.265808,-382.484772,1055.380371,442.725952,-355.004608,1030.178833,249.128983
7.933,-449.100983,1411.282227,571.67334,-385.26709,1050.356567,446.195618,-355.283173,1014.033081,255.189926
7.942,-451.1539,1410.660522,566.229492,-388.364746,1045.429443,450.091064,-355.301117,998.199097,262.37619
7.95,-452.997162,1410,560.735291,-391.031372,1041.017944,454.113007,-354.930481,982.887207,270.414581
7.958,-455.155884,1409.432129,555.008972,-394.007538,1037.166992,458.485565,-354.778137,968.209839,279.550964
7.967,-457.235016,1408.98938,549.410828,-396.611511,1033.601685,462.91275,-353.705109,954.535339,289.679443
7.975,-459.649506,1408.578247,543.868347,-399.160339,1030.792969,467.581879,-352.648926,941.56189,300.806671
7.983,-461.924194,1408.254395,538.231567,-401.698761,1028.666016,472.540802,-351.68396,929.74707,313.098358
7.992,-463.919098,1408.094604,532.510254,-404.131653,1027.099243,477.388214,-350.130981,919.439758,325.720245
8,-466.078705,1407.925293,526.948303,-406.873993,1025.966309,482.524902,-348.525879,910.130432,339.233582
8.008,-468.265442,1407.781494,521.447021,-409.230438,1025.221802,487.975769,-346.740417,902.467102,353.102417
8.017,-470.214966,1407.614868,515.855225,-411.064636,1024.646118,493.993744,-344.746704,896.068542,367.086334
8.025,-472.044037,1407.38147,510.295929,-413.276428,1023.979675,499.549438,-342.601532,891.02948,381.025818
8.033,-473.652008,1407.037231,504.828857,-414.577301,1023.514893,505.658325,-340.202667,887.204712,394.722229
8.042,-475.500336,1406.733643,499.104187,-415.680145,1023.389954,512.139038,-337.578857,884.468628,408.201202
8.05,-477.065826,1406.232788,493.353729,-416.568268,1023.835754,519.140076,-334.968658,882.596619,421.471893
8.058,-478.868835,1405.80127,487.661682,-417.182098,1024.948608,526.221924,-332.539856,881.356567,434.787933
8.067,-480.523102,1405.248901,481.957581,-417.29483,1026.339111,532.900513,-330.118835,880.951172,448.18161
8.075,-482.28891,1404.807251,476.063019,-417.418579,1028.831909,540.633362,-327.861969,881.120056,461.880188
8.083,-483.664429,1404.0979,470.513702,-417.754089,1032.16687,549.279785,-325.744293,882.10498,475.777313
8.092,-485.378296,1403.617432,464.883209,-418.417969,1035.890869,557.544067,-323.798767,883.942627,489.970856
8.1,-487.197937,1403.179077,459.258087,-419.198303,1039.91272,565.261536,-321.997467,886.649963,504.367462
8.108,-488.881409,1402.844727,453.553864,-420.326263,1044.242065,572.847046,-320.425812,890.024841,518.937317
8.117,-490.7659,1402.530273,448.051849,-421.60907,1049.248169,580.045471,-319.062775,894.336304,533.494507
8.125,-492.518799,1402.16394,442.626282,-423.192535,1054.690308,586.737061,-317.949982,899.570435,548.023804
8.133,-494.348419,1401.945923,437.098114,-425.034851,1060.687256,592.963501,-317.100983,905.709656,562.047913
8.142,-496.220734,1401.799072,431.584106,-427.158569,1067.052246,598.590454,-316.659576,912.605774,576.123962
8.15,-498.095764,1401.745972,425.916016,-429.638428,1073.759155,603.470459,-316.653748,920.256104,589.437744
8.158,-499.976135,1401.747559,420.155243,-432.330017,1080.667236,607.482361,-317.002777,928.577515,602.130859
8.167,-501.905151,1401.866455,414.324493,-435.4086,1087.325562,610.596863,-317.847656,937.530518,614.053162
8.175,-503.581512,1401.984863,408.217346,-438.859497,1093.971436,612.913391,-318.914825,946.832825,625.021606
8.183,-505.700104,1402.072754,402.251404,-442.548035,1100.394775,614.328796,-320.481476,956.744568,635.161926
8.192,-507.373871,1402.347168,395.811554,-446.737061,1106.322388,614.971802,-322.198547,966.514465,644.324524
8.2,-509.161591,1402.443481,389.315063,-450.921997,1111.764038,614.60791,-324.413483,976.612183,652.497559
